44943337
374 374
(0, 0), (0, 10000)
(0.2, 9899.8), (0.2, 9999.8)
(99.8, 4299.8), (99.8, 9899.8)
(100, 4400), (100, 9899.8)
(200, 4299.8), (200, 4400)
(499.8, 6999.8), (499.8, 9899.8)
(500, 7100), (500, 8299.8)
(500, 8400), (500, 9899.8)
(600, 6999.8), (600, 7100)
(600, 8299.8), (600, 8400)
(699.8, 1099.8), (699.8, 9899.8)
(700, 1200), (700, 1999.8)
(700, 2100), (700, 9299.8)
(700, 9400), (700, 9899.8)
(799.8, 1899.8), (799.8, 1999.8)
(799.8, 2100), (799.8, 2200)
(800, 1099.8), (800, 1200)
(800, 2000), (800, 2099.8)
(800, 9299.8), (800, 9400)
(899.8, 8599.8), (899.8, 9899.8)
(900, 1899.8), (900, 2000)
(900, 2099.8), (900, 2200)
(900, 8700), (900, 9899.8)
(999.8, 4499.8), (999.8, 8599.8)
(1000, 4600), (1000, 8700)
(1100, 4499.8), (1100, 4600)
(1199.8, 4199.8), (1199.8, 9899.8)
(1200, 4300), (1200, 9899.8)
(1300, 4199.8), (1300, 4300)
(1499.8, 5299.8), (1499.8, 9899.8)
(1500, 5400), (1500, 9799.8)
(1600, 5299.8), (1600, 5400)
(1600, 9799.8), (1600, 9899.8)
(1799.8, 2899.8), (1799.8, 9899.8)
(1800, 3000), (1800, 9899.8)
(1899.8, 8599.8), (1899.8, 9899.8)
(1900, 2899.8), (1900, 3000)
(1900, 8700), (1900, 9899.8)
(1999.8, 2199.8), (1999.8, 8599.8)
(2000, 2300), (2000, 6399.8)
(2000, 6500), (2000, 7799.8)
(2000, 7900), (2000, 8700)
(2100, 2199.8), (2100, 2300)
(2100, 6399.8), (2100, 6500)
(2100, 7799.8), (2100, 7900)
(2199.8, 5799.8), (2199.8, 9899.8)
(2200, 5900), (2200, 9199.8)
(2200, 9300), (2200, 9899.8)
(2300, 5799.8), (2300, 5900)
(2300, 9199.8), (2300, 9300)
(2499.8, 8799.8), (2499.8, 9899.8)
(2500, 8900), (2500, 9899.8)
(2600, 8799.8), (2600, 8900)
(2699.8, 3699.8), (2699.8, 9899.8)
(2700, 3800), (2700, 9899.8)
(2799.8, 3199.8), (2799.8, 3699.8)
(2799.8, 9099.8), (2799.8, 9899.8)
(2800, 3300), (2800, 3800)
(2800, 9200), (2800, 9899.8)
(2899.8, 7299.8), (2899.8, 9099.8)
(2899.8, 9499.8), (2899.8, 9899.8)
(2900, 3199.8), (2900, 3300)
(2900, 7400), (2900, 7599.8)
(2900, 7700), (2900, 9200)
(2900, 9600), (2900, 9899.8)
(3000, 7299.8), (3000, 7400)
(3000, 7599.8), (3000, 7700)
(3000, 9499.8), (3000, 9600)
(3299.8, 4199.8), (3299.8, 9899.8)
(3300, 4300), (3300, 9899.8)
(3400, 4199.8), (3400, 4300)
(3699.8, 299.8), (3699.8, 9899.8)
(3700, 400), (3700, 9899.8)
(3799.8, 6399.8), (3799.8, 9899.8)
(3800, 299.8), (3800, 400)
(3800, 6500), (3800, 8999.8)
(3800, 9100), (3800, 9899.8)
(3899.8, 4299.8), (3899.8, 6399.8)
(3899.8, 8799.8), (3899.8, 8999.8)
(3900, 4400), (3900, 6500)
(3900, 8900), (3900, 9100)
(3999.8, 5099.8), (3999.8, 8799.8)
(4000, 4299.8), (4000, 4400)
(4000, 5200), (4000, 8900)
(4099.8, 9599.8), (4099.8, 9899.8)
(4100, 5099.8), (4100, 5200)
(4100, 9700), (4100, 9899.8)
(4199.8, 99.8), (4199.8, 9599.8)
(4200, 200), (4200, 8599.8)
(4200, 8700), (4200, 9700)
(4300, 99.8), (4300, 200)
(4300, 8599.8), (4300, 8700)
(4399.8, 1499.8), (4399.8, 9899.8)
(4400, 1600), (4400, 5699.8)
(4400, 5800), (4400, 9899.8)
(4499.8, 7599.8), (4499.8, 9899.8)
(4500, 1499.8), (4500, 1600)
(4500, 5699.8), (4500, 5800)
(4500, 7700), (4500, 9899.8)
(4600, 7599.8), (4600, 7700)
(4699.8, 5099.8), (4699.8, 9899.8)
(4700, 5200), (4700, 9899.8)
(4799.8, 3499.8), (4799.8, 5099.8)
(4799.8, 6999.8), (4799.8, 9899.8)
(4800, 3600), (4800, 5200)
(4800, 7100), (4800, 9899.8)
(4899.8, 7799.8), (4899.8, 9899.8)
(4900, 3499.8), (4900, 3600)
(4900, 6999.8), (4900, 7100)
(4900, 7900), (4900, 9899.8)
(5000, 7799.8), (5000, 7900)
(5599.8, 5099.8), (5599.8, 9899.8)
(5600, 5200), (5600, 9899.8)
(5699.8, 5200), (5699.8, 5300)
(5700, 5099.8), (5700, 5199.8)
(5800, 5199.8), (5800, 5300)
(5999.8, 1299.8), (5999.8, 9899.8)
(6000, 1400), (6000, 9899.8)
(6099.8, 1999.8), (6099.8, 9899.8)
(6100, 1299.8), (6100, 1400)
(6100, 2100), (6100, 9899.8)
(6199.8, 1599.8), (6199.8, 1999.8)
(6200, 1700), (6200, 2100)
(6300, 1599.8), (6300, 1700)
(6599.8, 5299.8), (6599.8, 9899.8)
(6600, 5400), (6600, 9899.8)
(6699.8, 9199.8), (6699.8, 9899.8)
(6700, 5299.8), (6700, 5400)
(6700, 9300), (6700, 9899.8)
(6800, 9199.8), (6800, 9300)
(6899.8, 599.8), (6899.8, 9899.8)
(6900, 700), (6900, 5299.8)
(6900, 5400), (6900, 9899.8)
(6999.8, 5599.8), (6999.8, 9899.8)
(7000, 599.8), (7000, 700)
(7000, 5299.8), (7000, 5400)
(7000, 5700), (7000, 9899.8)
(7100, 5599.8), (7100, 5700)
(7199.8, 299.8), (7199.8, 9899.8)
(7200, 400), (7200, 9899.8)
(7299.8, 5799.8), (7299.8, 9899.8)
(7300, 299.8), (7300, 400)
(7300, 5900), (7300, 9499.8)
(7300, 9600), (7300, 9899.8)
(7400, 5799.8), (7400, 5900)
(7400, 9499.8), (7400, 9600)
(7499.8, 2899.8), (7499.8, 9899.8)
(7500, 3000), (7500, 3399.8)
(7500, 3500), (7500, 9899.8)
(7600, 2899.8), (7600, 3000)
(7600, 3399.8), (7600, 3500)
(7799.8, 1299.8), (7799.8, 9899.8)
(7800, 1400), (7800, 6999.8)
(7800, 7100), (7800, 9899.8)
(7899.8, 1400), (7899.8, 1500)
(7899.8, 4599.8), (7899.8, 6999.8)
(7900, 1299.8), (7900, 1399.8)
(7900, 4700), (7900, 7100)
(7999.8, 4199.8), (7999.8, 4599.8)
(8000, 1399.8), (8000, 1500)
(8000, 4300), (8000, 4700)
(8100, 4199.8), (8100, 4300)
(8799.8, 9799.8), (8799.8, 9899.8)
(8899.8, 6499.8), (8899.8, 9799.8)
(8900, 6600), (8900, 9899.8)
(8999.8, 2699.8), (8999.8, 6499.8)
(9000, 2800), (9000, 6600)
(9100, 2699.8), (9100, 2800)
(9199.8, 9099.8), (9199.8, 9899.8)
(9200, 9200), (9200, 9799.8)
(9299.8, 0), (9299.8, 100)
(9299.8, 7299.8), (9299.8, 9099.8)
(9300, 7400), (9300, 7899.8)
(9300, 8000), (9300, 8599.8)
(9300, 8700), (9300, 9200)
(9399.8, 8000), (9399.8, 8100)
(9400, 0), (9400, 100)
(9400, 7299.8), (9400, 7400)
(9400, 7899.8), (9400, 7999.8)
(9400, 8599.8), (9400, 8700)
(9400, 9799.8), (9400, 9899.8)
(9500, 7999.8), (9500, 8100)
(9799.8, 9199.8), (9799.8, 9899.8)
(9800, 9300), (9800, 9899.8)
(9900, 9199.8), (9900, 9300)
(9999.8, 0), (9999.8, 9899.8)
(10000, 9999.8), (10000, 10000)
(0, 0), (9299.8, 0)
(9400, 0), (9999.8, 0)
(4199.8, 99.8), (4300, 99.8)
(9299.8, 100), (9400, 100)
(4200, 200), (4300, 200)
(3699.8, 299.8), (3800, 299.8)
(7199.8, 299.8), (7300, 299.8)
(3700, 400), (3800, 400)
(7200, 400), (7300, 400)
(6899.8, 599.8), (7000, 599.8)
(6900, 700), (7000, 700)
(699.8, 1099.8), (800, 1099.8)
(700, 1200), (800, 1200)
(5999.8, 1299.8), (6100, 1299.8)
(7799.8, 1299.8), (7900, 1299.8)
(7900, 1399.8), (8000, 1399.8)
(6000, 1400), (6100, 1400)
(7800, 1400), (7899.8, 1400)
(4399.8, 1499.8), (4500, 1499.8)
(7899.8, 1500), (8000, 1500)
(6199.8, 1599.8), (6300, 1599.8)
(4400, 1600), (4500, 1600)
(6200, 1700), (6300, 1700)
(799.8, 1899.8), (900, 1899.8)
(700, 1999.8), (799.8, 1999.8)
(6099.8, 1999.8), (6199.8, 1999.8)
(800, 2000), (900, 2000)
(800, 2099.8), (900, 2099.8)
(700, 2100), (799.8, 2100)
(6100, 2100), (6200, 2100)
(1999.8, 2199.8), (2100, 2199.8)
(799.8, 2200), (900, 2200)
(2000, 2300), (2100, 2300)
(8999.8, 2699.8), (9100, 2699.8)
(9000, 2800), (9100, 2800)
(1799.8, 2899.8), (1900, 2899.8)
(7499.8, 2899.8), (7600, 2899.8)
(1800, 3000), (1900, 3000)
(7500, 3000), (7600, 3000)
(2799.8, 3199.8), (2900, 3199.8)
(2800, 3300), (2900, 3300)
(7500, 3399.8), (7600, 3399.8)
(4799.8, 3499.8), (4900, 3499.8)
(7500, 3500), (7600, 3500)
(4800, 3600), (4900, 3600)
